data_czas,kod_stacji,nazwa_stacji,rok,miesiac,dzien,godzina,temperatura_C,wilgotnosc_proc,punkt_rosy_C,cisnienie_hPa,cisnienie_msl_hPa,kierunek_wiatru,predkosc_wiatru,poryw_wiatru,zachmurzenie_oktanty,pogoda_biezaca,pogoda_ubiegla,opad_mm_6h,status_opadu_6h,rodzaj_opadu_6h,snieg_cm
2025-04-03 18:00:00,351150400,ZIELONA GÓRA,2025,4,3,18,15.3,50,4.9,1002.1,1025.2,61.0,1.0,,0.0,2,0.0,,9.0,,
2025-04-03 19:00:00,351150400,ZIELONA GÓRA,2025,4,3,19,14.7,51,4.7,1002.1,1025.3,56.0,1.0,,0.0,2,0.0,,8.0,,
2025-04-03 20:00:00,351150400,ZIELONA GÓRA,2025,4,3,20,14.3,53,4.8,1002.0,1025.2,60.0,2.0,,0.0,2,0.0,,8.0,,
2025-04-03 21:00:00,351150400,ZIELONA GÓRA,2025,4,3,21,13.5,55,4.6,1001.9,1025.2,103.0,1.0,,,0,,,8.0,,
2025-04-03 22:00:00,351150400,ZIELONA GÓRA,2025,4,3,22,12.9,57,4.6,1001.9,1025.2,138.0,1.0,,,0,,,8.0,,
2025-04-03 23:00:00,351150400,ZIELONA GÓRA,2025,4,3,23,13.0,58,4.9,1001.7,1025.0,130.0,1.0,,,0,,,8.0,,
2025-04-04 00:00:00,351150400,ZIELONA GÓRA,2025,4,4,0,12.5,60,4.9,1001.5,1024.8,125.0,2.0,,,0,,,9.0,,
2025-04-04 01:00:00,351150400,ZIELONA GÓRA,2025,4,4,1,11.3,64,4.7,1001.0,1024.4,275.0,1.0,,,0,,,8.0,,
2025-04-04 02:00:00,351150400,ZIELONA GÓRA,2025,4,4,2,11.2,65,4.9,1000.9,1024.3,0.0,0.0,,,0,,,8.0,,
2025-04-04 03:00:00,351150400,ZIELONA GÓRA,2025,4,4,3,11.4,64,4.8,1000.5,1023.9,269.0,1.0,,,0,,,8.0,,
2025-04-04 04:00:00,351150400,ZIELONA GÓRA,2025,4,4,4,10.7,67,4.8,1000.3,1023.8,292.0,1.0,,,0,,,8.0,,
2025-04-04 05:00:00,351150400,ZIELONA GÓRA,2025,4,4,5,10.5,67,4.6,1000.3,1023.8,292.0,1.0,,0.0,0,,,8.0,,
2025-04-04 06:00:00,351150400,ZIELONA GÓRA,2025,4,4,6,12.5,62,5.4,1000.4,1023.7,334.0,1.0,,0.0,2,,,9.0,,
2025-04-04 07:00:00,351150400,ZIELONA GÓRA,2025,4,4,7,14.5,55,5.6,1000.1,1023.3,293.0,1.0,,0.0,2,0.0,,8.0,,
2025-04-04 08:00:00,351150400,ZIELONA GÓRA,2025,4,4,8,15.9,50,5.5,999.9,1022.9,293.0,2.0,,0.0,2,0.0,,8.0,,
2025-04-04 09:00:00,351150400,ZIELONA GÓRA,2025,4,4,9,17.1,48,6.0,999.6,1022.5,323.0,2.0,,0.0,2,0.0,,8.0,,
2025-04-04 10:00:00,351150400,ZIELONA GÓRA,2025,4,4,10,17.8,44,5.4,999.0,1021.9,261.0,2.0,,1.0,3,0.0,,8.0,,
2025-04-04 11:00:00,351150400,ZIELONA GÓRA,2025,4,4,11,18.1,40,4.3,998.3,1021.1,47.0,1.0,,1.0,3,0.0,,8.0,,
2025-04-04 12:00:00,351150400,ZIELONA GÓRA,2025,4,4,12,19.1,39,4.8,997.2,1019.9,63.0,2.0,,1.0,1,0.0,,9.0,,
2025-04-04 13:00:00,351150400,ZIELONA GÓRA,2025,4,4,13,20.4,37,5.2,996.4,1019.0,315.0,2.0,,1.0,2,0.0,,8.0,,
2025-04-04 14:00:00,351150400,ZIELONA GÓRA,2025,4,4,14,20.0,35,4.1,995.5,1018.1,351.0,2.0,,1.0,1,0.0,,8.0,,
2025-04-04 15:00:00,351150400,ZIELONA GÓRA,2025,4,4,15,20.2,32,3.0,994.4,1017.0,319.0,3.0,,1.0,3,0.0,,8.0,,
2025-04-04 16:00:00,351150400,ZIELONA GÓRA,2025,4,4,16,20.3,33,3.5,993.7,1016.2,273.0,2.0,,1.0,1,0.0,,8.0,,
2025-04-04 17:00:00,351150400,ZIELONA GÓRA,2025,4,4,17,19.2,40,5.3,993.2,1015.8,293.0,3.0,,3.0,1,0.0,,8.0,,
2025-04-04 18:00:00,351150400,ZIELONA GÓRA,2025,4,4,18,17.3,45,5.2,993.1,1015.9,328.0,2.0,,3.0,3,0.0,,9.0,,
2025-04-04 19:00:00,351150400,ZIELONA GÓRA,2025,4,4,19,16.1,48,5.1,993.0,1015.9,335.0,3.0,,2.0,1,0.0,,8.0,,
2025-04-04 20:00:00,351150400,ZIELONA GÓRA,2025,4,4,20,14.9,52,5.1,992.7,1015.6,348.0,2.0,,2.0,1,0.0,,8.0,,
2025-04-04 21:00:00,351150400,ZIELONA GÓRA,2025,4,4,21,13.8,56,5.2,992.1,1015.1,358.0,2.0,,,0,,,8.0,,
2025-04-04 22:00:00,351150400,ZIELONA GÓRA,2025,4,4,22,12.1,60,4.6,992.1,1015.3,2.0,2.0,,,0,,,8.0,,
2025-04-04 23:00:00,351150400,ZIELONA GÓRA,2025,4,4,23,11.3,58,3.3,991.7,1014.9,358.0,3.0,,,0,,,8.0,,
2025-04-05 00:00:00,351150400,ZIELONA GÓRA,2025,4,5,0,10.0,63,3.3,991.3,1014.6,359.0,2.0,,,0,,,9.0,,
2025-04-05 01:00:00,351150400,ZIELONA GÓRA,2025,4,5,1,8.8,68,3.2,991.0,1014.4,356.0,3.0,,,0,,,8.0,,
2025-04-05 02:00:00,351150400,ZIELONA GÓRA,2025,4,5,2,7.5,72,2.8,990.8,1014.3,360.0,3.0,,,0,,,8.0,,
2025-04-05 03:00:00,351150400,ZIELONA GÓRA,2025,4,5,3,4.9,80,1.7,991.5,1015.3,30.0,3.0,,,0,,,8.0,,
2025-04-05 04:00:00,351150400,ZIELONA GÓRA,2025,4,5,4,3.2,62,-3.4,991.9,1015.8,46.0,3.0,,,0,,,8.0,,
2025-04-05 05:00:00,351150400,ZIELONA GÓRA,2025,4,5,5,2.5,67,-3.0,992.4,1016.4,18.0,2.0,,7.0,0,,,8.0,,
2025-04-05 06:00:00,351150400,ZIELONA GÓRA,2025,4,5,6,2.7,68,-2.6,992.9,1016.9,22.0,2.0,,7.0,1,,,9.0,,
2025-04-05 07:00:00,351150400,ZIELONA GÓRA,2025,4,5,7,3.5,65,-2.5,993.2,1017.1,6.0,3.0,,7.0,1,2.0,,8.0,,
2025-04-05 08:00:00,351150400,ZIELONA GÓRA,2025,4,5,8,5.2,59,-2.2,993.7,1017.5,5.0,3.0,,7.0,3,2.0,,8.0,,
2025-04-05 09:00:00,351150400,ZIELONA GÓRA,2025,4,5,9,6.4,44,-5.0,993.8,1017.5,357.0,4.0,,5.0,1,2.0,,8.0,,
2025-04-05 10:00:00,351150400,ZIELONA GÓRA,2025,4,5,10,7.6,42,-4.5,993.9,1017.5,2.0,4.0,,4.0,3,1.0,,8.0,,
2025-04-05 11:00:00,351150400,ZIELONA GÓRA,2025,4,5,11,8.4,40,-4.4,993.5,1017.0,360.0,4.0,9.0,4.0,3,0.0,,8.0,,
2025-04-05 12:00:00,351150400,ZIELONA GÓRA,2025,4,5,12,8.7,39,-4.5,993.4,1016.9,3.0,4.0,9.0,7.0,3,1.0,,9.0,,
2025-04-05 13:00:00,351150400,ZIELONA GÓRA,2025,4,5,13,8.2,42,-4.0,993.1,1016.6,355.0,4.0,,6.0,1,2.0,,8.0,,
2025-04-05 14:00:00,351150400,ZIELONA GÓRA,2025,4,5,14,8.9,34,-6.1,993.1,1016.6,358.0,5.0,10.0,4.0,1,1.0,,8.0,,
2025-04-05 15:00:00,351150400,ZIELONA GÓRA,2025,4,5,15,8.1,34,-6.8,993.4,1016.9,358.0,5.0,11.0,4.0,2,1.0,,8.0,,
2025-04-05 16:00:00,351150400,ZIELONA GÓRA,2025,4,5,16,6.7,36,-7.3,994.0,1017.7,1.0,6.0,13.0,3.0,1,0.0,,8.0,,
2025-04-05 17:00:00,351150400,ZIELONA GÓRA,2025,4,5,17,5.8,35,-8.5,994.5,1018.2,360.0,6.0,12.0,1.0,1,0.0,,8.0,,
2025-04-05 18:00:00,351150400,ZIELONA GÓRA,2025,4,5,18,4.1,38,-9.0,995.6,1019.5,356.0,5.0,,1.0,2,1.0,,9.0,,
2025-04-05 19:00:00,351150400,ZIELONA GÓRA,2025,4,5,19,2.8,47,-7.4,996.9,1021.0,27.0,4.0,12.0,1.0,3,0.0,,8.0,,
2025-04-05 20:00:00,351150400,ZIELONA GÓRA,2025,4,5,20,1.2,52,-7.6,997.9,1022.1,21.0,3.0,,0.0,1,0.0,,8.0,,
2025-04-05 21:00:00,351150400,ZIELONA GÓRA,2025,4,5,21,0.4,52,-8.3,998.4,1022.7,13.0,3.0,,,0,,,8.0,,
2025-04-05 22:00:00,351150400,ZIELONA GÓRA,2025,4,5,22,-0.4,58,-7.7,998.7,1023.1,345.0,3.0,,,0,,,8.0,,
2025-04-05 23:00:00,351150400,ZIELONA GÓRA,2025,4,5,23,-0.8,60,-7.6,999.0,1023.4,347.0,3.0,,,0,,,8.0,,
2025-04-06 00:00:00,351150400,ZIELONA GÓRA,2025,4,6,0,-1.5,65,-7.2,999.3,1023.8,349.0,3.0,,,0,,,9.0,,
2025-04-06 01:00:00,351150400,ZIELONA GÓRA,2025,4,6,1,-1.7,66,-7.2,999.3,1023.8,347.0,3.0,,,0,,,8.0,,
2025-04-06 02:00:00,351150400,ZIELONA GÓRA,2025,4,6,2,-2.1,68,-7.2,999.7,1024.3,344.0,3.0,,,0,,,8.0,,
2025-04-06 03:00:00,351150400,ZIELONA GÓRA,2025,4,6,3,-2.1,68,-7.2,999.9,1024.5,346.0,3.0,,,0,,,8.0,,
2025-04-06 04:00:00,351150400,ZIELONA GÓRA,2025,4,6,4,-2.9,72,-7.2,1000.2,1024.9,332.0,3.0,,,0,,,8.0,,
2025-04-06 05:00:00,351150400,ZIELONA GÓRA,2025,4,6,5,-3.0,72,-7.3,1000.8,1025.5,331.0,3.0,,1.0,0,,,8.0,,
2025-04-06 06:00:00,351150400,ZIELONA GÓRA,2025,4,6,6,-2.0,67,-7.3,1001.3,1025.9,337.0,3.0,,1.0,3,,,9.0,,
2025-04-06 07:00:00,351150400,ZIELONA GÓRA,2025,4,6,7,0.1,57,-7.4,1001.6,1026.0,354.0,4.0,,3.0,3,0.0,,8.0,,
2025-04-06 08:00:00,351150400,ZIELONA GÓRA,2025,4,6,8,1.5,52,-7.3,1001.6,1025.9,357.0,5.0,10.0,2.0,3,0.0,,8.0,,
2025-04-06 09:00:00,351150400,ZIELONA GÓRA,2025,4,6,9,1.7,50,-7.6,1001.7,1026.0,347.0,4.0,,7.0,3,1.0,,8.0,,
2025-04-06 10:00:00,351150400,ZIELONA GÓRA,2025,4,6,10,2.3,45,-8.4,1001.5,1025.7,11.0,4.0,9.0,7.0,1,2.0,,8.0,,
2025-04-06 11:00:00,351150400,ZIELONA GÓRA,2025,4,6,11,3.4,43,-8.0,1001.2,1025.3,15.0,3.0,,7.0,3,2.0,,8.0,,
2025-04-06 12:00:00,351150400,ZIELONA GÓRA,2025,4,6,12,3.8,40,-8.6,1000.8,1024.9,4.0,4.0,10.0,7.0,3,1.0,,9.0,,
2025-04-06 13:00:00,351150400,ZIELONA GÓRA,2025,4,6,13,5.0,35,-9.2,1000.1,1024.1,339.0,5.0,,5.0,1,2.0,,8.0,,
2025-04-06 14:00:00,351150400,ZIELONA GÓRA,2025,4,6,14,5.0,33,-10.0,999.7,1023.6,7.0,4.0,,5.0,2,2.0,,8.0,,
2025-04-06 15:00:00,351150400,ZIELONA GÓRA,2025,4,6,15,5.7,37,-7.9,999.4,1023.3,334.0,5.0,,6.0,3,2.0,,8.0,,
2025-04-06 16:00:00,351150400,ZIELONA GÓRA,2025,4,6,16,5.5,34,-9.1,999.0,1022.9,12.0,4.0,9.0,3.0,1,1.0,,8.0,,
2025-04-06 17:00:00,351150400,ZIELONA GÓRA,2025,4,6,17,4.9,34,-9.7,999.0,1022.9,346.0,4.0,9.0,4.0,1,0.0,,8.0,,
2025-04-06 18:00:00,351150400,ZIELONA GÓRA,2025,4,6,18,3.8,40,-8.6,999.5,1023.5,350.0,3.0,8.0,2.0,1,1.0,,9.0,,
2025-04-06 19:00:00,351150400,ZIELONA GÓRA,2025,4,6,19,3.1,43,-8.3,1000.1,1024.2,352.0,2.0,,7.0,3,1.0,,8.0,,
2025-04-06 20:00:00,351150400,ZIELONA GÓRA,2025,4,6,20,3.1,45,-7.7,1000.3,1024.4,348.0,3.0,,7.0,2,2.0,,8.0,,
2025-04-06 21:00:00,351150400,ZIELONA GÓRA,2025,4,6,21,2.8,47,-7.4,1000.3,1024.5,332.0,2.0,,,0,,,8.0,,
2025-04-06 22:00:00,351150400,ZIELONA GÓRA,2025,4,6,22,2.8,48,-7.1,1000.2,1024.3,327.0,3.0,,,0,,,8.0,,
2025-04-06 23:00:00,351150400,ZIELONA GÓRA,2025,4,6,23,2.9,51,-6.3,1000.1,1024.2,333.0,3.0,,,80,,,8.0,,
2025-04-07 00:00:00,351150400,ZIELONA GÓRA,2025,4,7,0,2.8,51,-6.4,999.6,1023.7,310.0,2.0,,,21,,0.0,,,
2025-04-07 01:00:00,351150400,ZIELONA GÓRA,2025,4,7,1,2.4,53,-6.2,999.3,1023.5,313.0,3.0,,,0,,,8.0,,
2025-04-07 02:00:00,351150400,ZIELONA GÓRA,2025,4,7,2,2.5,54,-5.9,999.1,1023.2,304.0,3.0,,,0,,,8.0,,
2025-04-07 03:00:00,351150400,ZIELONA GÓRA,2025,4,7,3,2.6,55,-5.5,998.8,1022.9,309.0,3.0,,,0,,,8.0,,
2025-04-07 04:00:00,351150400,ZIELONA GÓRA,2025,4,7,4,2.4,57,-5.3,998.8,1023.0,316.0,2.0,,,0,,,8.0,,
2025-04-07 05:00:00,351150400,ZIELONA GÓRA,2025,4,7,5,2.5,58,-4.9,999.0,1023.1,305.0,2.0,,7.0,0,,,8.0,,
2025-04-07 06:00:00,351150400,ZIELONA GÓRA,2025,4,7,6,2.9,60,-4.1,999.3,1023.4,311.0,3.0,,7.0,3,,,9.0,,
2025-04-07 07:00:00,351150400,ZIELONA GÓRA,2025,4,7,7,3.2,62,-3.4,999.4,1023.5,309.0,3.0,,7.0,3,2.0,,8.0,,
2025-04-07 08:00:00,351150400,ZIELONA GÓRA,2025,4,7,8,4.2,64,-2.0,999.7,1023.7,334.0,3.0,,7.0,1,2.0,,8.0,,
2025-04-07 09:00:00,351150400,ZIELONA GÓRA,2025,4,7,9,5.4,64,-0.9,999.9,1023.8,342.0,2.0,,7.0,2,2.0,,8.0,,
2025-04-07 10:00:00,351150400,ZIELONA GÓRA,2025,4,7,10,6.1,63,-0.4,1000.0,1023.9,306.0,2.0,,7.0,3,2.0,,8.0,,
2025-04-07 11:00:00,351150400,ZIELONA GÓRA,2025,4,7,11,7.3,60,0.0,999.9,1023.6,307.0,2.0,,7.0,2,2.0,,8.0,,
2025-04-07 12:00:00,351150400,ZIELONA GÓRA,2025,4,7,12,7.8,58,0.0,999.9,1023.6,310.0,3.0,,8.0,3,2.0,,9.0,,
2025-04-07 13:00:00,351150400,ZIELONA GÓRA,2025,4,7,13,8.7,56,0.4,999.7,1023.3,311.0,3.0,,8.0,2,2.0,,8.0,,
2025-04-07 14:00:00,351150400,ZIELONA GÓRA,2025,4,7,14,9.1,52,-0.3,999.6,1023.2,325.0,4.0,,7.0,3,2.0,,8.0,,
2025-04-07 15:00:00,351150400,ZIELONA GÓRA,2025,4,7,15,8.7,56,0.4,999.5,1023.1,293.0,3.0,,7.0,80,2.0,,8.0,,
2025-04-07 16:00:00,351150400,ZIELONA GÓRA,2025,4,7,16,8.8,52,-0.5,999.5,1023.1,16.0,2.0,,8.0,25,2.0,,8.0,,
2025-04-07 17:00:00,351150400,ZIELONA GÓRA,2025,4,7,17,7.5,67,1.8,999.9,1023.6,27.0,2.0,,7.0,25,8.0,,8.0,,
2025-04-07 18:00:00,351150400,ZIELONA GÓRA,2025,4,7,18,6.6,71,1.7,1000.3,1024.1,205.0,1.0,,7.0,1,8.0,0.0,,6.0,
2025-04-07 19:00:00,351150400,ZIELONA GÓRA,2025,4,7,19,6.6,72,1.9,1000.8,1024.6,296.0,1.0,,7.0,1,2.0,,8.0,,
2025-04-07 20:00:00,351150400,ZIELONA GÓRA,2025,4,7,20,7.5,60,0.2,1001.0,1024.8,331.0,2.0,,6.0,1,2.0,,8.0,,
2025-04-07 21:00:00,351150400,ZIELONA GÓRA,2025,4,7,21,6.4,64,0.1,1001.1,1025.0,332.0,2.0,,,0,,,8.0,,
2025-04-07 22:00:00,351150400,ZIELONA GÓRA,2025,4,7,22,5.8,68,0.3,1001.2,1025.1,360.0,2.0,,,0,,,8.0,,
2025-04-07 23:00:00,351150400,ZIELONA GÓRA,2025,4,7,23,5.3,70,0.3,1001.3,1025.3,342.0,2.0,,,0,,,8.0,,
2025-04-08 00:00:00,351150400,ZIELONA GÓRA,2025,4,8,0,4.5,74,0.3,1001.5,1025.5,333.0,2.0,,,0,,,9.0,,
2025-04-08 01:00:00,351150400,ZIELONA GÓRA,2025,4,8,1,4.4,78,0.9,1001.7,1025.7,335.0,2.0,,,0,,,8.0,,
2025-04-08 02:00:00,351150400,ZIELONA GÓRA,2025,4,8,2,4.0,82,1.2,1002.0,1026.1,348.0,2.0,,,0,,,8.0,,
2025-04-08 03:00:00,351150400,ZIELONA GÓRA,2025,4,8,3,3.5,85,1.2,1002.0,1026.1,336.0,2.0,,,0,,,8.0,,
2025-04-08 04:00:00,351150400,ZIELONA GÓRA,2025,4,8,4,3.3,86,1.2,1002.3,1026.5,357.0,2.0,,,0,,,8.0,,
2025-04-08 05:00:00,351150400,ZIELONA GÓRA,2025,4,8,5,2.8,88,1.0,1002.8,1027.0,332.0,2.0,,1.0,0,,,8.0,,
2025-04-08 06:00:00,351150400,ZIELONA GÓRA,2025,4,8,6,3.7,82,0.9,1003.3,1027.4,358.0,3.0,,1.0,2,,,9.0,,
2025-04-08 07:00:00,351150400,ZIELONA GÓRA,2025,4,8,7,4.9,78,1.4,1003.7,1027.7,23.0,2.0,,1.0,3,0.0,,8.0,,
2025-04-08 08:00:00,351150400,ZIELONA GÓRA,2025,4,8,8,6.5,50,-3.2,1004.0,1027.9,3.0,3.0,,2.0,3,0.0,,8.0,,
2025-04-08 09:00:00,351150400,ZIELONA GÓRA,2025,4,8,9,7.4,47,-3.2,1004.2,1028.0,19.0,3.0,,2.0,3,0.0,,8.0,,
2025-04-08 10:00:00,351150400,ZIELONA GÓRA,2025,4,8,10,8.1,42,-4.1,1004.1,1027.9,20.0,3.0,,3.0,3,0.0,,8.0,,
2025-04-08 11:00:00,351150400,ZIELONA GÓRA,2025,4,8,11,8.6,36,-5.7,1003.9,1027.6,55.0,3.0,8.0,3.0,2,0.0,,8.0,,
2025-04-08 12:00:00,351150400,ZIELONA GÓRA,2025,4,8,12,9.3,31,-7.0,1003.7,1027.4,33.0,3.0,,3.0,1,0.0,,9.0,,
2025-04-08 13:00:00,351150400,ZIELONA GÓRA,2025,4,8,13,10.2,30,-6.6,1003.2,1026.8,34.0,3.0,,2.0,1,0.0,,8.0,,
2025-04-08 14:00:00,351150400,ZIELONA GÓRA,2025,4,8,14,11.0,30,-5.9,1002.5,1026.0,338.0,3.0,8.0,4.0,3,0.0,,8.0,,
2025-04-08 15:00:00,351150400,ZIELONA GÓRA,2025,4,8,15,11.1,27,-7.2,1001.9,1025.4,9.0,3.0,,2.0,1,0.0,,8.0,,
2025-04-08 16:00:00,351150400,ZIELONA GÓRA,2025,4,8,16,11.2,30,-5.8,1001.2,1024.6,13.0,2.0,,2.0,2,0.0,,8.0,,
2025-04-08 17:00:00,351150400,ZIELONA GÓRA,2025,4,8,17,10.4,30,-6.5,1001.2,1024.7,343.0,3.0,,1.0,1,0.0,,8.0,,
2025-04-08 18:00:00,351150400,ZIELONA GÓRA,2025,4,8,18,8.9,32,-6.9,1001.3,1024.9,336.0,2.0,,1.0,2,0.0,,9.0,,
2025-04-08 19:00:00,351150400,ZIELONA GÓRA,2025,4,8,19,7.5,37,-6.3,1001.5,1025.3,332.0,2.0,,1.0,2,0.0,,8.0,,
2025-04-08 20:00:00,351150400,ZIELONA GÓRA,2025,4,8,20,6.6,40,-6.1,1001.2,1025.0,349.0,2.0,,1.0,2,0.0,,8.0,,
2025-04-08 21:00:00,351150400,ZIELONA GÓRA,2025,4,8,21,5.8,43,-5.8,1001.2,1025.1,338.0,2.0,,,0,,,8.0,,
2025-04-08 22:00:00,351150400,ZIELONA GÓRA,2025,4,8,22,4.9,46,-5.8,1000.9,1024.9,14.0,1.0,,,0,,,8.0,,
2025-04-08 23:00:00,351150400,ZIELONA GÓRA,2025,4,8,23,4.4,48,-5.7,1000.7,1024.7,29.0,1.0,,,0,,,8.0,,
2025-04-09 00:00:00,351150400,ZIELONA GÓRA,2025,4,9,0,3.6,52,-5.4,1000.3,1024.4,33.0,1.0,,,0,,,9.0,,
2025-04-09 01:00:00,351150400,ZIELONA GÓRA,2025,4,9,1,3.1,55,-5.1,999.8,1023.9,30.0,2.0,,,0,,,8.0,,
2025-04-09 02:00:00,351150400,ZIELONA GÓRA,2025,4,9,2,2.4,58,-5.0,999.6,1023.8,42.0,2.0,,,0,,,8.0,,
2025-04-09 03:00:00,351150400,ZIELONA GÓRA,2025,4,9,3,2.2,60,-4.8,999.3,1023.5,63.0,1.0,,,0,,,8.0,,
2025-04-09 04:00:00,351150400,ZIELONA GÓRA,2025,4,9,4,2.4,56,-5.5,999.1,1023.3,96.0,1.0,,,0,,,8.0,,
2025-04-09 05:00:00,351150400,ZIELONA GÓRA,2025,4,9,5,2.9,55,-5.3,999.1,1023.2,150.0,2.0,,2.0,0,,,8.0,,
2025-04-09 06:00:00,351150400,ZIELONA GÓRA,2025,4,9,6,3.6,55,-4.6,999.1,1023.2,173.0,2.0,,7.0,3,,,9.0,,
2025-04-09 07:00:00,351150400,ZIELONA GÓRA,2025,4,9,7,3.9,58,-3.6,999.4,1023.4,214.0,2.0,,7.0,3,2.0,,8.0,,
2025-04-09 08:00:00,351150400,ZIELONA GÓRA,2025,4,9,8,5.1,53,-3.7,999.4,1023.3,220.0,2.0,,7.0,2,2.0,,8.0,,
2025-04-09 09:00:00,351150400,ZIELONA GÓRA,2025,4,9,9,6.0,49,-3.9,999.3,1023.1,236.0,2.0,,7.0,2,2.0,,8.0,,
2025-04-09 10:00:00,351150400,ZIELONA GÓRA,2025,4,9,10,7.7,43,-4.1,999.0,1022.7,219.0,2.0,,7.0,2,2.0,,8.0,,
2025-04-09 11:00:00,351150400,ZIELONA GÓRA,2025,4,9,11,8.7,39,-4.5,999.0,1022.6,241.0,2.0,,7.0,1,2.0,,8.0,,
2025-04-09 12:00:00,351150400,ZIELONA GÓRA,2025,4,9,12,11.1,40,-2.0,998.2,1021.6,308.0,3.0,,7.0,3,2.0,,9.0,,
2025-04-09 13:00:00,351150400,ZIELONA GÓRA,2025,4,9,13,12.3,41,-0.6,997.1,1020.4,275.0,3.0,,4.0,1,1.0,,8.0,,
2025-04-09 14:00:00,351150400,ZIELONA GÓRA,2025,4,9,14,12.1,46,0.8,996.4,1019.7,288.0,4.0,,1.0,3,0.0,,8.0,,
2025-04-09 15:00:00,351150400,ZIELONA GÓRA,2025,4,9,15,11.6,48,0.9,996.2,1019.5,293.0,4.0,,7.0,3,1.0,,8.0,,
2025-04-09 16:00:00,351150400,ZIELONA GÓRA,2025,4,9,16,11.9,48,1.2,995.7,1019.0,314.0,4.0,,7.0,3,2.0,,8.0,,
2025-04-09 17:00:00,351150400,ZIELONA GÓRA,2025,4,9,17,11.6,47,0.7,995.5,1018.8,314.0,4.0,,7.0,1,2.0,,8.0,,
2025-04-09 18:00:00,351150400,ZIELONA GÓRA,2025,4,9,18,11.1,48,0.5,995.3,1018.6,305.0,3.0,,7.0,1,1.0,,9.0,,
2025-04-09 19:00:00,351150400,ZIELONA GÓRA,2025,4,9,19,10.8,50,0.8,995.6,1019.0,313.0,4.0,,7.0,3,2.0,,8.0,,
2025-04-09 20:00:00,351150400,ZIELONA GÓRA,2025,4,9,20,10.2,56,1.8,995.4,1018.8,325.0,3.0,,7.0,3,2.0,,8.0,,
2025-04-09 21:00:00,351150400,ZIELONA GÓRA,2025,4,9,21,9.1,63,2.4,995.6,1019.1,331.0,4.0,,,0,,,8.0,,
2025-04-09 22:00:00,351150400,ZIELONA GÓRA,2025,4,9,22,8.1,68,2.5,996.0,1019.6,329.0,4.0,10.0,,0,,,8.0,,
2025-04-09 23:00:00,351150400,ZIELONA GÓRA,2025,4,9,23,7.1,71,2.2,996.2,1019.9,332.0,5.0,,,0,,,8.0,,
2025-04-10 00:00:00,351150400,ZIELONA GÓRA,2025,4,10,0,6.2,75,2.1,996.9,1020.7,333.0,4.0,,,0,,,9.0,,
2025-04-10 01:00:00,351150400,ZIELONA GÓRA,2025,4,10,1,5.5,80,2.3,997.3,1021.1,329.0,4.0,,,0,,,8.0,,
2025-04-10 02:00:00,351150400,ZIELONA GÓRA,2025,4,10,2,5.1,82,2.3,997.6,1021.5,330.0,2.0,,,0,,,8.0,,
2025-04-10 03:00:00,351150400,ZIELONA GÓRA,2025,4,10,3,3.6,67,-2.0,998.6,1022.6,98.0,3.0,,,0,,,8.0,,
2025-04-10 04:00:00,351150400,ZIELONA GÓRA,2025,4,10,4,3.2,67,-2.3,999.1,1023.2,121.0,2.0,,,0,,,8.0,,
2025-04-10 05:00:00,351150400,ZIELONA GÓRA,2025,4,10,5,2.9,58,-4.6,999.6,1023.7,108.0,2.0,,7.0,0,,,8.0,,
2025-04-10 06:00:00,351150400,ZIELONA GÓRA,2025,4,10,6,3.5,50,-6.0,1000.4,1024.5,128.0,2.0,,7.0,3,,,9.0,,
2025-04-10 07:00:00,351150400,ZIELONA GÓRA,2025,4,10,7,4.4,38,-8.7,1000.9,1024.9,152.0,1.0,,7.0,2,2.0,,8.0,,
2025-04-10 08:00:00,351150400,ZIELONA GÓRA,2025,4,10,8,6.5,37,-7.2,1000.9,1024.7,181.0,2.0,,6.0,1,2.0,,8.0,,
2025-04-10 09:00:00,351150400,ZIELONA GÓRA,2025,4,10,9,6.8,41,-5.6,1000.8,1024.6,320.0,3.0,,6.0,2,2.0,,8.0,,
2025-04-10 10:00:00,351150400,ZIELONA GÓRA,2025,4,10,10,8.4,40,-4.4,1000.3,1024.0,318.0,2.0,,7.0,3,2.0,,8.0,,
2025-04-10 11:00:00,351150400,ZIELONA GÓRA,2025,4,10,11,9.1,42,-3.2,999.9,1023.5,314.0,4.0,9.0,7.0,3,2.0,,8.0,,
2025-04-10 12:00:00,351150400,ZIELONA GÓRA,2025,4,10,12,9.8,40,-3.2,999.3,1022.8,307.0,4.0,,7.0,3,2.0,,9.0,,
2025-04-10 13:00:00,351150400,ZIELONA GÓRA,2025,4,10,13,10.1,45,-1.3,998.9,1022.4,312.0,6.0,11.0,7.0,1,2.0,,8.0,,
2025-04-10 14:00:00,351150400,ZIELONA GÓRA,2025,4,10,14,11.1,45,-0.4,998.3,1021.7,322.0,4.0,10.0,7.0,3,2.0,,8.0,,
2025-04-10 15:00:00,351150400,ZIELONA GÓRA,2025,4,10,15,11.2,48,0.6,997.4,1020.8,309.0,4.0,,7.0,1,2.0,,8.0,,
2025-04-10 16:00:00,351150400,ZIELONA GÓRA,2025,4,10,16,11.6,47,0.7,996.8,1020.1,291.0,4.0,9.0,7.0,1,2.0,,8.0,,
2025-04-10 17:00:00,351150400,ZIELONA GÓRA,2025,4,10,17,11.2,50,1.1,996.3,1019.6,292.0,4.0,,7.0,2,2.0,,8.0,,
