time,2m_temperature_x,2m_dewpoint_temperature_x,2m_temperature_y,2m_dewpoint_temperature_y,2m_temperature,2m_dewpoint_temperature,surface_pressure,10m_u_component_of_wind,10m_v_component_of_wind,skin_temperature,total_precipitation,snow_depth,snow_depth_water_equivalent,surface_runoff,sub_surface_runoff,runoff,total_evaporation,potential_evaporation,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,plik_zrodlowy
2025-01-01 00:00:00,1.19,-2.57,1.19,-2.57,1.19,-2.57,100829.05,4.263199,2.738679,0.02,1.2427568e-05,0.0009765625,0.0001783371,1.1920929e-07,6.674975e-05,6.687641e-05,-0.00025055557,-0.0013775527,0.83,1.83,4.73,9.99,0.21852112,0.2232666,0.19950867,0.20051575,3324864.0,21599060.0,zielona_gora_2025_01.csv
2025-01-01 01:00:00,1.19,-2.81,1.19,-2.81,1.19,-2.81,100767.83,4.2340393,2.9883404,0.05,0.0,0.0009765625,0.00017738342,0.0,2.7809292e-06,2.7809292e-06,-6.4255437e-06,-8.289516e-05,0.84,1.82,4.72,9.99,0.21842957,0.22320557,0.19953918,0.20051575,0.0,876112.3,zielona_gora_2025_01.csv
2025-01-01 02:00:00,1.27,-3.02,1.27,-3.02,1.27,-3.02,100733.51,4.321701,2.9114685,0.12,0.0,0.0009765625,0.00017738342,0.0,5.5618584e-06,5.5618584e-06,-1.3579149e-05,-0.00017632172,0.86,1.81,4.72,9.98,0.21832275,0.22312927,0.19955444,0.20051575,0.0,1753994.0,zielona_gora_2025_01.csv
2025-01-01 03:00:00,1.58,-3.07,1.58,-3.07,1.58,-3.07,100693.0,4.56781,2.9863586,0.47,0.0,0.0009765625,0.00017642975,0.0,8.342788e-06,8.34465e-06,-2.2252789e-05,-0.00028822385,0.93,1.81,4.71,9.98,0.21820068,0.22306824,0.1995697,0.20051575,0.0,2696834.2,zielona_gora_2025_01.csv
2025-01-01 04:00:00,1.53,-2.83,1.53,-2.83,1.53,-2.83,100616.7,4.65477,3.0461216,0.52,0.0,0.0009765625,0.00017642975,0.0,1.1123717e-05,1.1123717e-05,-3.0248426e-05,-0.0003945753,0.98,1.81,4.7,9.97,0.21809387,0.22299194,0.19958496,0.20051575,0.0,3610188.0,zielona_gora_2025_01.csv
2025-01-01 05:00:00,1.71,-2.24,1.71,-2.24,1.71,-2.24,100567.88,4.7459564,3.115635,0.78,0.0,0.0009765625,0.00017547607,0.0,1.3902783e-05,1.3902783e-05,-3.8129278e-05,-0.00049971417,1.13,1.82,4.7,9.97,0.2179718,0.22293091,0.19960022,0.20051575,0.0,4582388.5,zielona_gora_2025_01.csv
2025-01-01 06:00:00,2.19,-1.46,2.19,-1.46,2.19,-1.46,100509.766,4.7720947,3.334566,1.32,0.0,0.0009765625,0.00017547607,3.7252903e-09,1.6685575e-05,1.66893e-05,-4.6050176e-05,-0.00060740113,1.44,1.86,4.69,9.96,0.21784973,0.22285461,0.19961548,0.20051575,0.0,5625881.0,zielona_gora_2025_01.csv
2025-01-01 07:00:00,2.66,-0.49,2.66,-0.49,2.66,-0.49,100473.91,5.005783,3.5002441,1.71,8.5681677e-07,0.0009765625,0.00017261505,2.2351742e-08,1.9464642e-05,1.9490719e-05,-5.228864e-05,-0.0006969273,1.68,1.91,4.68,9.96,0.2177887,0.22279358,0.199646,0.20051575,0.0,6624703.0,zielona_gora_2025_01.csv
2025-01-01 08:00:00,3.17,-0.25,3.17,-0.25,3.17,-0.25,100425.41,4.9468994,3.8918,2.24,8.5681677e-07,0.0009765625,0.00016880035,4.4703484e-08,2.2247434e-05,2.2295862e-05,-6.196927e-05,-0.00080824643,2.0,1.97,4.67,9.95,0.21772766,0.22271729,0.19966125,0.20051575,43896.0,7633158.0,zielona_gora_2025_01.csv
2025-01-01 09:00:00,3.91,-0.07,3.91,-0.07,3.91,-0.07,100384.05,5.0091553,3.952713,3.08,8.5681677e-07,0.0009765625,0.00016307831,8.195639e-08,2.50265e-05,2.5108457e-05,-8.267723e-05,-0.00096388906,2.49,2.07,4.67,9.95,0.21762085,0.22262573,0.19966125,0.20051575,246844.0,8626586.0,zielona_gora_2025_01.csv
2025-01-01 10:00:00,5.07,0.27,5.07,0.27,5.07,0.27,100309.37,5.0597534,3.8701782,4.43,8.5681677e-07,0.0009765625,0.00015544891,1.3783574e-07,2.7809292e-05,2.7947128e-05,-0.00012093969,-0.0011876784,3.28,2.21,4.67,9.95,0.21746826,0.22250366,0.19967651,0.20051575,651250.0,9660370.0,zielona_gora_2025_01.csv
2025-01-01 11:00:00,6.07,0.41,6.07,0.41,6.07,0.41,100227.08,5.0168,3.8808594,5.61,8.5681677e-07,0.0009765625,0.00014591217,2.0116568e-07,3.0592084e-05,3.079325e-05,-0.00017542113,-0.0014647283,4.02,2.4,4.66,9.94,0.21722412,0.22236633,0.19967651,0.20051575,1240942.0,10631154.0,zielona_gora_2025_01.csv
2025-01-01 12:00:00,6.79,0.17,6.79,0.17,6.79,0.17,100096.055,5.063431,3.9137745,6.36,8.5681677e-07,0.0009765625,0.0001373291,2.6077032e-07,3.337115e-05,3.363192e-05,-0.00023696478,-0.0017759278,4.55,2.6,4.66,9.94,0.21694946,0.22221375,0.19967651,0.20050049,1817592.0,11590055.0,zielona_gora_2025_01.csv
2025-01-01 13:00:00,7.31,-0.3,7.31,-0.3,7.31,-0.3,99990.57,5.133362,3.7070923,6.69,8.5681677e-07,0.0009765625,0.0001296997,3.2037497e-07,3.6153942e-05,3.6470592e-05,-0.00029617082,-0.0021046624,4.84,2.81,4.66,9.93,0.21664429,0.22207642,0.19966125,0.20050049,2248276.0,12565183.0,zielona_gora_2025_01.csv
2025-01-01 14:00:00,7.51,-1.08,7.51,-1.08,7.51,-1.08,99895.25,5.2948027,3.591751,6.63,8.5681677e-07,0.0009765625,0.00012302399,3.6507845e-07,3.893301e-05,3.9294362e-05,-0.00034306291,-0.0024277195,4.89,3.0,4.66,9.93,0.21638489,0.22195435,0.19967651,0.20050049,2473152.0,13556696.0,zielona_gora_2025_01.csv
2025-01-01 15:00:00,7.65,-2.03,7.65,-2.03,7.65,-2.03,99825.56,5.6165915,3.5300598,6.55,8.6426735e-07,0.0009765625,0.00011634827,4.0233135e-07,4.170835e-05,4.2118132e-05,-0.00037438143,-0.002768077,4.9,3.17,4.66,9.92,0.216156,0.2218628,0.19967651,0.20050049,2518796.0,14611069.0,zielona_gora_2025_01.csv
2025-01-01 16:00:00,7.72,-2.76,7.72,-2.76,7.72,-2.76,99761.55,5.8781757,3.564621,6.51,8.6426735e-07,0.0009765625,0.000111579895,4.4703484e-07,4.4494867e-05,4.4927e-05,-0.00040080305,-0.0031363592,4.92,3.33,4.67,9.92,0.21592712,0.2217865,0.19969177,0.20050049,2518796.0,15659811.0,zielona_gora_2025_01.csv
2025-01-01 17:00:00,7.85,-3.2,7.85,-3.2,7.85,-3.2,99700.92,6.0627136,3.6566162,6.6,8.6426735e-07,0.0009765625,0.00010585785,4.7683716e-07,4.7266483e-05,4.774332e-05,-0.00042900536,-0.0035380125,5.03,3.48,4.67,9.91,0.21566772,0.22169495,0.19970703,0.20050049,2518796.0,16716931.0,zielona_gora_2025_01.csv
2025-01-01 18:00:00,7.99,-3.5,7.99,-3.5,7.99,-3.5,99633.34,6.1460705,3.8342285,6.72,8.6426735e-07,0.0009765625,0.00010108948,5.066395e-07,5.0053e-05,5.054474e-05,-0.00045849103,-0.003965363,5.14,3.63,4.68,9.91,0.21540833,0.22161865,0.19972229,0.20050049,2518796.0,17768804.0,zielona_gora_2025_01.csv
2025-01-01 19:00:00,8.0,-3.5,8.0,-3.5,8.0,-3.5,99545.234,6.198553,4.200165,6.79,8.6426735e-07,0.0009765625,9.6321106e-05,5.364418e-07,5.2832067e-05,5.3346157e-05,-0.0004883008,-0.0044027045,5.24,3.77,4.68,9.9,0.21511841,0.2215271,0.19973755,0.20050049,2518796.0,18823468.0,zielona_gora_2025_01.csv
2025-01-01 20:00:00,8.39,-3.63,8.39,-3.63,8.39,-3.63,99533.08,6.676485,3.7963562,7.1,8.6426735e-07,0.0009765625,9.1552734e-05,5.662441e-07,5.5611134e-05,5.6162477e-05,-0.0005203225,-0.004883431,5.46,3.91,4.69,9.9,0.21484375,0.2214508,0.19975281,0.20050049,2518796.0,19902736.0,zielona_gora_2025_01.csv
2025-01-01 21:00:00,8.63,-3.86,8.63,-3.86,8.63,-3.86,99466.64,6.899478,3.725586,7.38,8.6426735e-07,0.0009765625,8.678436e-05,5.811453e-07,5.83902e-05,5.8978796e-05,-0.00055395626,-0.0053932443,5.67,4.05,4.7,9.89,0.21452332,0.22135925,0.19975281,0.20050049,2518796.0,20990354.0,zielona_gora_2025_01.csv
2025-01-01 22:00:00,8.84,-3.91,8.84,-3.91,8.84,-3.91,99438.94,6.913146,3.7753754,7.69,8.6426735e-07,0.0009765625,8.201599e-05,6.109476e-07,6.116927e-05,6.1780214e-05,-0.0005892152,-0.005931191,5.9,4.2,4.71,9.89,0.21420288,0.2212677,0.19976807,0.20050049,2518796.0,22125672.0,zielona_gora_2025_01.csv
2025-01-01 23:00:00,8.94,-3.67,8.94,-3.67,8.94,-3.67,99362.69,6.844203,3.7325287,7.91,1.5497208e-06,0.0009765625,7.724762e-05,6.556511e-07,6.394833e-05,6.4596534e-05,-0.0006247731,-0.0064718947,6.09,4.35,4.72,9.88,0.21388245,0.22117615,0.19978333,0.20050049,2518796.0,23291192.0,zielona_gora_2025_01.csv
2025-01-02 00:00:00,8.88,-2.95,8.88,-2.95,8.88,-2.95,99342.34,6.851242,3.600708,7.95,3.1471252e-05,-7.345365e-24,7.247925e-05,8.046627e-07,6.673485e-05,6.751716e-05,-0.00065859687,-0.006978549,6.18,4.49,4.73,9.88,0.21382141,0.2210846,0.19979858,0.20050049,2518796.0,24448974.0,zielona_gora_2025_01.csv
2025-01-02 01:00:00,8.43,-1.78,8.43,-1.78,8.43,-1.78,99276.516,6.7239685,3.3850555,7.7,0.00018300489,-7.345365e-24,6.771088e-05,7.972121e-07,2.7790666e-06,3.5762787e-06,-3.8516475e-05,-0.000447263,6.14,4.61,4.74,9.87,0.21504211,0.2210083,0.19981384,0.20050049,0.0,1181596.2,zielona_gora_2025_01.csv
2025-01-02 02:00:00,7.88,-0.29,7.88,-0.29,7.88,-0.29,99295.01,6.730179,3.1529694,7.02,0.00045242533,-7.345365e-24,6.389618e-05,1.9595027e-06,5.5599958e-06,7.517636e-06,-0.000115253264,-0.00081154704,5.92,4.71,4.75,9.87,0.21704102,0.22094727,0.1998291,0.20050049,0.0,2362952.8,zielona_gora_2025_01.csv
2025-01-02 03:00:00,7.06,1.49,7.06,1.49,7.06,1.49,99272.06,6.596527,2.9959717,6.23,0.00078731775,-7.345365e-24,6.0081482e-05,3.4049153e-06,8.3372e-06,1.1742115e-05,-0.00020784489,-0.001067698,5.6,4.78,4.76,9.86,0.21963501,0.22090149,0.19984436,0.20050049,0.0,3546959.8,zielona_gora_2025_01.csv
2025-01-02 04:00:00,6.43,2.59,6.43,2.59,6.43,2.59,99241.74,6.365921,2.7404327,5.51,0.0011888072,-7.345365e-24,5.6266785e-05,5.13345e-06,1.11199915e-05,1.6249716e-05,-0.00031438493,-0.001245778,5.28,4.81,4.78,9.86,0.22277832,0.22087097,0.19985962,0.20050049,0.0,4733700.5,zielona_gora_2025_01.csv
2025-01-02 05:00:00,5.74,3.45,5.74,3.45,5.74,3.45,99262.6,6.0786285,2.3536224,5.01,0.0016340986,-7.345365e-24,5.2452087e-05,7.085502e-06,1.3899058e-05,2.0980835e-05,-0.00041527627,-0.0013763346,5.05,4.83,4.79,9.86,0.2263031,0.22087097,0.19987488,0.20050049,0.0,5917319.0,zielona_gora_2025_01.csv
2025-01-02 06:00:00,5.32,3.67,5.32,3.67,5.32,3.67,99283.984,5.653595,1.9702606,4.59,0.0021011159,-7.345365e-24,4.9591064e-05,9.872019e-06,1.6678125e-05,2.655387e-05,-0.0005045966,-0.001466848,4.85,4.83,4.8,9.85,0.23132324,0.22091675,0.19989014,0.20050049,0.0,7094646.0,zielona_gora_2025_01.csv
2025-01-02 07:00:00,5.69,3.91,5.69,3.91,5.69,3.91,99263.016,6.5079956,1.4459229,4.75,0.0022953004,-7.345365e-24,4.673004e-05,1.090765e-05,1.9453466e-05,3.0361116e-05,-0.0005764882,-0.0015389174,4.87,4.83,4.81,9.85,0.23287964,0.22097778,0.1999054,0.20050049,0.0,8260391.0,zielona_gora_2025_01.csv
2025-01-02 08:00:00,5.28,3.17,5.28,3.17,5.28,3.17,99356.66,6.191696,0.28581238,4.45,0.0024816394,-7.345365e-24,4.386902e-05,1.1742115e-05,2.2239983e-05,3.3974648e-05,-0.000667647,-0.0016331822,4.7,4.82,4.83,9.84,0.23402405,0.22106934,0.19992065,0.20050049,31638.0,9392427.0,zielona_gora_2025_01.csv
2025-01-02 09:00:00,4.73,2.61,4.73,2.61,4.73,2.61,99483.31,5.442978,-0.58299255,4.1,0.0026898533,-7.345365e-24,4.1007996e-05,1.2695789e-05,2.5015324e-05,3.7699938e-05,-0.0007593413,-0.0017311908,4.54,4.8,4.84,9.84,0.23532104,0.22116089,0.19993591,0.20050049,165482.0,10493644.0,zielona_gora_2025_01.csv
2025-01-02 10:00:00,4.52,2.11,4.52,2.11,4.52,2.11,99574.97,4.6703186,-0.29830933,3.88,0.0027190894,-7.345365e-24,3.9100647e-05,1.28299e-05,2.7794391e-05,4.0620565e-05,-0.0008596354,-0.0018400326,4.45,4.78,4.85,9.83,0.23506165,0.22125244,0.19995117,0.20050049,403766.0,11562501.0,zielona_gora_2025_01.csv
2025-01-02 11:00:00,4.46,1.68,4.46,1.68,4.46,1.68,99594.48,4.232834,-0.21292114,4.08,0.0027253777,-7.345365e-24,3.71933e-05,1.2874603e-05,3.0573457e-05,4.3451786e-05,-0.0009456831,-0.0019576102,4.53,4.76,4.86,9.83,0.23460388,0.221344,0.19996643,0.20050049,734452.0,12621541.0,zielona_gora_2025_01.csv
2025-01-02 12:00:00,4.39,1.2,4.39,1.2,4.39,1.2,99594.0,4.28125,-0.3839264,4.27,0.0027346164,-7.345365e-24,3.6239624e-05,1.2919307e-05,3.335625e-05,4.6283007e-05,-0.0010166029,-0.002081588,4.61,4.75,4.87,9.82,0.23413086,0.22140503,0.19996643,0.20050049,1114032.0,13655287.0,zielona_gora_2025_01.csv
2025-01-02 13:00:00,4.12,0.69,4.12,0.69,4.12,0.69,99603.42,3.9591827,-0.5865326,4.05,0.002748102,-7.345365e-24,3.4332275e-05,1.2978911e-05,3.6135316e-05,4.9114227e-05,-0.0010702275,-0.0022004843,4.5,4.74,4.88,9.82,0.2336731,0.22146606,0.19998169,0.20050049,1440494.0,14640066.0,zielona_gora_2025_01.csv
2025-01-02 14:00:00,3.81,0.31,3.81,0.31,3.81,0.31,99597.0,3.3054962,-0.43275452,3.69,0.0027625263,-7.345365e-24,3.4332275e-05,1.3053417e-05,3.8906932e-05,5.196035e-05,-0.0011084611,-0.0023020282,4.29,4.71,4.89,9.81,0.23326111,0.2215271,0.19999695,0.20050049,1695386.0,15612844.0,zielona_gora_2025_01.csv
2025-01-02 15:00:00,3.11,-0.1,3.11,-0.1,3.11,-0.1,99620.75,2.829483,-0.084596634,2.72,0.0027785897,-7.345365e-24,3.33786e-05,1.3127923e-05,4.169345e-05,5.4821372e-05,-0.0011246493,-0.0023572668,3.76,4.64,4.9,9.81,0.23291016,0.22158813,0.2000122,0.20050049,1755436.0,16575137.0,zielona_gora_2025_01.csv
2025-01-02 16:00:00,2.44,-0.31,2.44,-0.31,2.44,-0.31,99641.3,2.6056213,0.3035984,1.76,0.0028095692,-7.345365e-24,3.33786e-05,1.32620335e-05,4.4472516e-05,5.77271e-05,-0.0011324063,-0.002387412,3.22,4.54,4.91,9.81,0.23272705,0.22164917,0.20002747,0.20050049,1755436.0,17524044.0,zielona_gora_2025_01.csv
2025-01-02 17:00:00,1.69,-0.42,1.69,-0.42,1.69,-0.42,99662.86,2.658905,0.5548382,0.86,0.002871886,-7.345365e-24,3.33786e-05,1.3530254e-05,4.7251582e-05,6.0781837e-05,-0.0011361195,-0.0024007484,2.7,4.42,4.92,9.8,0.2328186,0.22172546,0.20004272,0.20050049,1755436.0,18436532.0,zielona_gora_2025_01.csv
2025-01-02 18:00:00,0.95,-0.68,0.95,-0.68,0.95,-0.68,99710.52,2.7184448,0.7642422,-0.05,0.0029251426,-7.345365e-24,3.4332275e-05,1.3753772e-05,5.003065e-05,6.379187e-05,-0.0011368431,-0.0024031922,2.18,4.26,4.93,9.8,0.23283386,0.2217865,0.20005798,0.20050049,1755436.0,19291960.0,zielona_gora_2025_01.csv
2025-01-02 19:00:00,0.62,-0.8,0.62,-0.8,0.62,-0.8,99729.18,2.7778015,0.62342834,-0.41,0.0029295683,-7.345365e-24,3.4332275e-05,1.3768673e-05,5.2809715e-05,6.657839e-05,-0.0011376822,-0.0024060458,1.9,4.1,4.93,9.79,0.23246765,0.22184753,0.20007324,0.20050049,1755436.0,20179292.0,zielona_gora_2025_01.csv
2025-01-02 20:00:00,0.36,-0.86,0.36,-0.86,0.36,-0.86,99763.016,2.861435,0.7985382,-0.65,0.0029573888,-7.345365e-24,3.4332275e-05,1.3887882e-05,5.5588782e-05,6.9484115e-05,-0.0011373982,-0.002405554,1.67,3.94,4.94,9.79,0.2322998,0.22190857,0.20010376,0.20050049,1755436.0,21067936.0,zielona_gora_2025_01.csv
2025-01-02 21:00:00,0.17,-0.96,0.17,-0.96,0.17,-0.96,99775.2,3.003189,0.8683319,-0.83,0.0030208826,-7.345365e-24,4.7683716e-05,1.41114e-05,5.836785e-05,7.246435e-05,-0.0011359155,-0.002403453,1.49,3.78,4.94,9.78,0.23231506,0.2219696,0.20011902,0.20050049,1755436.0,21952836.0,zielona_gora_2025_01.csv
2025-01-02 22:00:00,0.1,-0.94,0.1,-0.94,0.1,-0.94,99793.69,3.162384,1.0710754,-0.88,0.0030581206,-7.345365e-24,6.67572e-05,1.41859055e-05,6.1146915e-05,7.534027e-05,-0.0011339644,-0.0024008453,1.38,3.63,4.94,9.78,0.23210144,0.22203064,0.20013428,0.20050049,1755436.0,22844828.0,zielona_gora_2025_01.csv
2025-01-02 23:00:00,-0.07,-1.02,-0.07,-1.02,-0.07,-1.02,99803.516,3.5433502,1.1896486,-1.06,0.003080085,0.0009765625,8.2969666e-05,1.4200807e-05,6.392598e-05,7.814169e-05,-0.0011239257,-0.002390802,1.22,3.48,4.95,9.77,0.23176575,0.22207642,0.20014954,0.20050049,1755436.0,23685376.0,zielona_gora_2025_01.csv
2025-01-03 00:00:00,0.37,-0.58,0.37,-0.58,0.37,-0.58,99828.38,4.0580597,0.99497986,-0.58,0.0030870587,0.0009765625,8.678436e-05,1.4215708e-05,6.670505e-05,8.092821e-05,-0.0011280449,-0.0023949295,1.36,3.36,4.95,9.77,0.23143005,0.22212219,0.2001648,0.20050049,1755436.0,24641372.0,zielona_gora_2025_01.csv
2025-01-03 01:00:00,0.8,-0.2,0.8,-0.2,0.8,-0.2,99836.3,4.325485,0.65560913,0.04,2.140645e-05,0.0009765625,8.678436e-05,9.406358e-08,2.7790666e-06,2.8731301e-06,-2.1992368e-05,-2.1992251e-05,1.6,3.26,4.95,9.77,0.23121643,0.22215271,0.20018005,0.20050049,0.0,1063274.2,zielona_gora_2025_01.csv
2025-01-03 02:00:00,0.94,-0.15,0.94,-0.15,0.94,-0.15,99874.73,4.279312,0.569458,0.52,7.76276e-05,0.0009765625,8.583069e-05,3.3900142e-07,5.558133e-06,5.8971345e-06,-3.8493657e-05,-5.3029507e-05,1.8,3.19,4.95,9.76,0.23129272,0.22218323,0.20019531,0.20050049,0.0,2178703.8,zielona_gora_2025_01.csv
2025-01-03 03:00:00,0.51,-0.49,0.51,-0.49,0.51,-0.49,99881.19,4.1359863,0.7229614,0.22,0.00016494468,0.0009765625,0.00012779236,5.3457916e-07,8.3372e-06,8.8736415e-06,-4.8779882e-05,-7.158518e-05,1.64,3.11,4.94,9.76,0.23132324,0.222229,0.20021057,0.20050049,0.0,3195104.8,zielona_gora_2025_01.csv
2025-01-03 04:00:00,0.38,-0.65,0.38,-0.65,0.38,-0.65,99858.11,4.1766357,0.8903198,0.06,0.00024825707,0.0009765625,0.00020599365,5.5506825e-07,1.1116266e-05,1.16713345e-05,-6.0852617e-05,-9.246543e-05,1.53,3.03,4.94,9.75,0.23101807,0.22227478,0.20022583,0.20050049,0.0,4224726.5,zielona_gora_2025_01.csv
2025-01-03 05:00:00,0.33,-0.77,0.33,-0.77,0.33,-0.77,99841.94,4.2223816,1.0750427,-0.03,0.00034058094,0.001953125,0.00028896332,5.9604645e-07,1.3895333e-05,1.4495105e-05,-7.3364004e-05,-0.00011531636,1.46,2.96,4.94,9.75,0.23074341,0.22232056,0.20024109,0.20050049,0.0,5256547.5,zielona_gora_2025_01.csv
2025-01-03 06:00:00,0.27,-0.81,0.27,-0.81,0.27,-0.81,99824.016,4.3338165,1.1956177,-0.07,0.0004847683,0.001953125,0.00041484833,6.7427754e-07,1.66744e-05,1.7348677e-05,-8.562161e-05,-0.0001385361,1.4,2.89,4.94,9.74,0.2305603,0.22235107,0.20025635,0.20050049,0.0,6293291.5,zielona_gora_2025_01.csv
2025-01-03 07:00:00,0.34,-0.84,0.34,-0.84,0.34,-0.84,99807.03,4.5881042,0.967926,-0.08,0.00056824833,0.0029296875,0.000497818,6.7800283e-07,1.9453466e-05,2.0131469e-05,-9.854371e-05,-0.00016349554,1.36,2.82,4.93,9.74,0.23022461,0.22238159,0.20028687,0.20050049,0.0,7317163.0,zielona_gora_2025_01.csv
2025-01-03 08:00:00,0.55,-0.79,0.55,-0.79,0.55,-0.79,99822.5,4.772995,1.1592865,0.19,0.00059168786,0.0029296875,0.0005187988,6.854534e-07,2.2232533e-05,2.2917986e-05,-0.00011898624,-0.0002040714,1.46,2.76,4.93,9.73,0.22991943,0.22241211,0.20030212,0.20050049,27450.0,8398123.0,zielona_gora_2025_01.csv
2025-01-03 09:00:00,0.75,-0.75,0.75,-0.75,0.75,-0.75,99835.38,5.0144043,1.323288,0.6,0.0006341666,0.0029296875,0.0005311966,8.1956387e-07,2.5011599e-05,2.5831163e-05,-0.0001488775,-0.00026497245,1.65,2.73,4.93,9.73,0.22984314,0.22242737,0.20031738,0.20050049,184938.0,9468170.0,zielona_gora_2025_01.csv
2025-01-03 10:00:00,0.97,-0.7,0.97,-0.7,0.97,-0.7,99831.81,4.7233124,1.5899658,0.96,0.00068868994,0.0029296875,0.00054836273,9.797513e-07,2.7794391e-05,2.8774142e-05,-0.00018559583,-0.00034139305,1.88,2.71,4.92,9.73,0.2297821,0.22244263,0.20033264,0.20050049,564784.0,10397733.0,zielona_gora_2025_01.csv
2025-01-03 11:00:00,1.41,-0.55,1.41,-0.55,1.41,-0.55,99786.19,4.64505,1.9584198,1.66,0.0007506564,0.0029296875,0.00054454803,1.2777746e-06,3.0573457e-05,3.1851232e-05,-0.00023433566,-0.00044618547,2.26,2.73,4.92,9.72,0.22994995,0.22245789,0.20033264,0.20050049,1036450.0,11409525.0,zielona_gora_2025_01.csv
2025-01-03 12:00:00,1.78,-1.03,1.78,-1.03,1.78,-1.03,99684.75,5.1394653,1.8868866,2.14,0.0007969096,0.0029296875,0.00053596497,1.5348196e-06,3.33488e-05,3.488362e-05,-0.00029883068,-0.00058785826,2.56,2.76,4.92,9.72,0.22999573,0.22245789,0.2003479,0.20050049,1604652.0,12394683.0,zielona_gora_2025_01.csv
2025-01-03 13:00:00,2.01,-1.72,2.01,-1.72,2.01,-1.72,99616.58,4.8333893,2.2897797,2.23,0.0008194923,0.0029296875,0.0005302429,1.6614795e-06,3.6127865e-05,3.7789345e-05,-0.0003654724,-0.0007557869,2.65,2.8,4.91,9.71,0.22976685,0.22244263,0.2003479,0.20050049,2131996.0,13330896.0,zielona_gora_2025_01.csv
2025-01-03 14:00:00,1.73,-2.45,1.73,-2.45,1.73,-2.45,99546.086,6.7611084,1.5415802,1.81,0.00089034735,0.0029296875,0.00054740906,1.8849969e-06,3.8914382e-05,4.079938e-05,-0.00041071977,-0.000901863,2.44,2.82,4.91,9.71,0.22975159,0.22244263,0.20036316,0.20050049,2452814.0,14254498.0,zielona_gora_2025_01.csv
2025-01-03 15:00:00,1.18,-1.9,1.18,-1.9,1.18,-1.9,99541.55,6.472107,1.2532654,1.12,0.0011515499,0.00390625,0.00077056885,2.0377338e-06,4.1686e-05,4.3727458e-05,-0.00043897517,-0.0010188892,2.06,2.81,4.91,9.7,0.2296753,0.22245789,0.20037842,0.20050049,2503696.0,15266139.0,zielona_gora_2025_01.csv
2025-01-03 16:00:00,1.11,-1.73,1.11,-1.73,1.11,-1.73,99550.47,6.555252,0.69621277,0.9,0.0014815584,0.005859375,0.0010871887,2.0936131e-06,4.4465065e-05,4.6558678e-05,-0.00046249572,-0.0011266619,1.9,2.78,4.9,9.7,0.2294159,0.2224884,0.20039368,0.20050049,2503696.0,16348231.0,zielona_gora_2025_01.csv
2025-01-03 17:00:00,0.69,-2.28,0.69,-2.28,0.69,-2.28,99627.7,7.571121,-0.9655609,0.6,0.00209416,0.0078125,0.0016078949,2.4661422e-06,4.724413e-05,4.9710274e-05,-0.00048444048,-0.0012380481,1.72,2.75,4.9,9.7,0.22975159,0.22250366,0.20040894,0.20050049,2503696.0,17437076.0,zielona_gora_2025_01.csv
2025-01-03 18:00:00,0.11,-2.64,0.11,-2.64,0.11,-2.64,99728.5,6.3888397,-1.9234467,-0.1,0.0024961561,0.0107421875,0.0019721985,2.6002526e-06,5.003065e-05,5.26309e-05,-0.0005107811,-0.001340501,1.38,2.7,4.9,9.69,0.2296753,0.22251892,0.2004242,0.20050049,2503696.0,18407012.0,zielona_gora_2025_01.csv
2025-01-03 19:00:00,-0.29,-3.28,-0.29,-3.28,-0.29,-3.28,99828.45,5.1697693,-1.8132324,-0.75,0.002540949,0.01171875,0.0020103455,2.6226044e-06,5.2802265e-05,5.542487e-05,-0.00053177867,-0.001424782,1.05,2.62,4.89,9.69,0.22938538,0.22254944,0.20043945,0.20050049,2503696.0,19280428.0,zielona_gora_2025_01.csv
2025-01-03 20:00:00,-0.9,-4.18,-0.9,-4.18,-0.9,-4.18,99924.17,4.6839905,-1.0791168,-1.57,0.0025461644,0.01171875,0.0020122528,2.630055e-06,5.558133e-05,5.8211386e-05,-0.0005454682,-0.0014811084,0.62,2.52,4.89,9.68,0.2290802,0.2225647,0.20045471,0.20050049,2503696.0,20066972.0,zielona_gora_2025_01.csv
2025-01-03 21:00:00,-1.16,-4.61,-1.16,-4.61,-1.16,-4.61,99988.08,4.620529,-0.43969727,-2.02,0.002547282,0.01171875,0.0020112991,2.630055e-06,5.8360398e-05,6.0990453e-05,-0.000557282,-0.0015340298,0.56,2.43,4.88,9.68,0.22877502,0.22257996,0.20048523,0.20050049,2503696.0,20872760.0,zielona_gora_2025_01.csv
2025-01-03 22:00:00,-1.39,-4.62,-1.39,-4.62,-1.39,-4.62,100050.516,4.690979,0.00932312,-2.41,0.002547282,0.01171875,0.0020093918,2.630055e-06,6.1139464e-05,6.376207e-05,-0.00056569,-0.0015748218,0.49,2.34,4.88,9.67,0.2284851,0.22257996,0.20050049,0.20050049,2503696.0,21636342.0,zielona_gora_2025_01.csv
